conversation_id,scenario,layer,curvature_min,curvature_nar,curvature_soc,curvature_mor,curvature_pos,curvature_total,model,ablation_type,param_value
T5/test/27,T5,0,18.104110717773438,10.81619644165039,18.054967880249023,19.207923889160156,18.120500564575195,38.314849292997785,llama-7b,layer_count,3
T5/test/28,T5,0,18.104110717773438,10.81619644165039,18.054967880249023,19.207923889160156,18.120500564575195,38.314849292997785,llama-7b,layer_count,3
T5/test/29,T5,0,19.427257537841797,12.352126121520996,19.37860679626465,20.492660522460938,19.436214447021484,41.27032013259968,llama-7b,layer_count,3
T5/test/3,T5,0,19.692012786865234,12.647953987121582,19.633771896362305,20.74471092224121,19.70124626159668,41.85347347645385,llama-7b,layer_count,3
T5/test/4,T5,0,19.808456420898438,12.779213905334473,19.74340057373047,20.860172271728516,19.809814453125,42.10772679574544,llama-7b,layer_count,3
T5/test/5,T5,0,18.104110717773438,10.81619644165039,18.054967880249023,19.207923889160156,18.120500564575195,38.314849292997785,llama-7b,layer_count,3
T5/test/6,T5,0,18.104110717773438,10.81619644165039,18.054967880249023,19.207923889160156,18.120498657226562,38.314848390942544,llama-7b,layer_count,3
T5/test/7,T5,0,18.83462142944336,11.665904998779297,18.78854751586914,19.92150115966797,18.856855392456055,39.953635946353046,llama-7b,layer_count,3
T5/test/8,T5,0,19.427257537841797,12.352126121520996,19.37860679626465,20.492660522460938,19.436214447021484,41.27032013259968,llama-7b,layer_count,3
T5/test/9,T5,0,19.26072883605957,12.16740894317627,19.206457138061523,20.33126449584961,19.27916145324707,40.901783504187925,llama-7b,layer_count,3
T0/test/0,T0,1,23.965444564819336,15.80897045135498,24.001806259155273,25.4564151763916,23.927892684936523,51.194979300688544,llama-7b,layer_count,3
T0/test/1,T0,1,22.530536651611328,14.340645790100098,22.596179962158203,24.037546157836914,22.511667251586914,48.04628331208636,llama-7b,layer_count,3
T0/test/10,T0,1,22.786466598510742,14.55195140838623,22.822717666625977,24.318359375,22.72494888305664,48.57638002112538,llama-7b,layer_count,3
T0/test/11,T0,1,22.615697860717773,14.224271774291992,22.658252716064453,24.053495407104492,22.50387191772461,48.085247279910995,llama-7b,layer_count,3
T0/test/12,T0,1,23.965444564819336,15.80897045135498,24.001806259155273,25.4564151763916,23.927892684936523,51.194979300688544,llama-7b,layer_count,3
T0/test/13,T0,1,23.06253433227539,14.742554664611816,23.097078323364258,24.55360221862793,23.024871826171875,49.15000040146821,llama-7b,layer_count,3
