conversation_id,scenario,layer,curvature_min,curvature_nar,curvature_soc,curvature_mor,curvature_pos,curvature_total,model,ablation_type,param_value
T1/test/10,T1,0,6.566429138183594,4.487339496612549,8.470417022705078,5.620121955871582,5.906133651733398,14.19402541332743,gpt2,layer_count,3
T1/test/11,T1,0,2.892205238342285,3.784532308578491,4.2732744216918945,2.2492685317993164,2.08870267868042,7.097203535655759,gpt2,layer_count,3
T1/test/12,T1,0,3.2985177040100098,1.2995623350143433,4.612796306610107,2.1917479038238525,2.1000959873199463,6.562098224074739,gpt2,layer_count,3
T1/test/13,T1,0,6.890624523162842,4.715105056762695,8.51996898651123,4.840062141418457,5.312322616577148,13.926584888694887,gpt2,layer_count,3
T1/test/14,T1,0,3.2985177040100098,1.2995623350143433,4.612796306610107,2.1917479038238525,2.1000959873199463,6.562098224074739,gpt2,layer_count,3
T1/test/15,T1,0,3.2985177040100098,1.2995623350143433,4.612796306610107,2.1917479038238525,2.1000959873199463,6.562098224074739,gpt2,layer_count,3
T1/test/16,T1,0,6.566429138183594,4.487339496612549,8.470417022705078,5.620121955871582,5.906133651733398,14.19402541332743,gpt2,layer_count,3
T1/test/17,T1,0,2.892205238342285,3.784532308578491,4.2732744216918945,2.2492685317993164,2.08870267868042,7.097203535655759,gpt2,layer_count,3
T1/test/18,T1,0,4.890336990356445,3.0687432289123535,6.973215579986572,4.838292598724365,3.978402614593506,11.00886365815686,gpt2,layer_count,3
T1/test/19,T1,0,5.810226917266846,4.183005332946777,8.04638385772705,4.415441036224365,3.5706024169921875,12.175626669543066,gpt2,layer_count,3
T1/test/2,T1,0,4.890336990356445,3.0687432289123535,6.973215579986572,4.838292598724365,3.978402614593506,11.00886365815686,gpt2,layer_count,3
T1/test/20,T1,0,6.566429138183594,4.487339496612549,8.470417022705078,5.620121955871582,5.906133651733398,14.19402541332743,gpt2,layer_count,3
T1/test/21,T1,0,6.890624523162842,4.715105056762695,8.51996898651123,4.840062141418457,5.312322616577148,13.926584888694887,gpt2,layer_count,3
T1/test/22,T1,0,2.892205238342285,3.784532308578491,4.2732744216918945,2.2492685317993164,2.08870267868042,7.097203535655759,gpt2,layer_count,3
T1/test/23,T1,0,4.890336990356445,3.0687432289123535,6.973215579986572,4.838292598724365,3.978402614593506,11.00886365815686,gpt2,layer_count,3
T1/test/24,T1,0,4.890336990356445,3.0687432289123535,6.973215579986572,4.838292598724365,3.978402614593506,11.00886365815686,gpt2,layer_count,3
T1/test/25,T1,0,5.810226917266846,4.183005332946777,8.04638385772705,4.415441036224365,3.5706024169921875,12.175626669543066,gpt2,layer_count,3
T1/test/26,T1,0,6.566429138183594,4.487339496612549,8.470417022705078,5.620121955871582,5.906133651733398,14.19402541332743,gpt2,layer_count,3
T1/test/27,T1,0,3.2985177040100098,1.2995623350143433,4.612796306610107,2.1917479038238525,2.1000959873199463,6.562098224074739,gpt2,layer_count,3
T1/test/28,T1,0,3.2985177040100098,1.2995623350143433,4.612796306610107,2.1917479038238525,2.1000959873199463,6.562098224074739,gpt2,layer_count,3
T1/test/29,T1,0,6.890624523162842,4.715105056762695,8.51996898651123,4.840062141418457,5.312322616577148,13.926584888694887,gpt2,layer_count,3
T1/test/3,T1,0,5.810226917266846,4.183005332946777,8.04638385772705,4.415441036224365,3.5706024169921875,12.175626669543066,gpt2,layer_count,3
T1/test/4,T1,0,6.566429138183594,4.487339496612549,8.470417022705078,5.620121955871582,5.906133651733398,14.19402541332743,gpt2,layer_count,3
T1/test/5,T1,0,3.2985177040100098,1.2995623350143433,4.612796306610107,2.1917479038238525,2.1000959873199463,6.562098224074739,gpt2,layer_count,3
T1/test/6,T1,0,3.2985177040100098,1.2995623350143433,4.612796306610107,2.1917479038238525,2.1000959873199463,6.562098224074739,gpt2,layer_count,3
T1/test/7,T1,0,4.890336990356445,3.0687432289123535,6.973215579986572,4.838292598724365,3.978402614593506,11.00886365815686,gpt2,layer_count,3
T1/test/8,T1,0,6.890624523162842,4.715105056762695,8.51996898651123,4.840062141418457,5.312322616577148,13.926584888694887,gpt2,layer_count,3
T1/test/9,T1,0,2.892205238342285,3.784532308578491,4.2732744216918945,2.2492685317993164,2.08870267868042,7.097203535655759,gpt2,layer_count,3
T2/test/0,T2,0,3.4849209785461426,2.093055009841919,4.668982982635498,2.9987974166870117,2.10526180267334,7.193738165738265,gpt2,layer_count,3
