permutation,layer,mean_attention
776,min,0.018702898
776,nar,0.018039146
776,soc,0.018574622
776,mor,0.01840128
776,pos,0.018473357
777,min,0.018058227
777,nar,0.018554568
777,soc,0.018674016
777,mor,0.01859136
777,pos,0.018580506
778,min,0.01843512
778,nar,0.018643102
778,soc,0.018509034
778,mor,0.018496051
778,pos,0.018439574
779,min,0.018608106
779,nar,0.018540382
779,soc,0.018476145
779,mor,0.01826448
779,pos,0.018608153
780,min,0.018584987
780,nar,0.01803267
780,soc,0.018572671
780,mor,0.018318795
780,pos,0.018690262
781,min,0.018502861
781,nar,0.018434942
781,soc,0.018480556
781,mor,0.018569991
781,pos,0.01840502
782,min,0.018345552
782,nar,0.018443227
782,soc,0.018729528
782,mor,0.018328317
782,pos,0.018586006
783,min,0.018698279
783,nar,0.018493176
783,soc,0.018160054
783,mor,0.018658318
783,pos,0.018404203
784,min,0.01862966
784,nar,0.018391758
784,soc,0.01848742
784,mor,0.018643163
784,pos,0.018206239
785,min,0.018354168
785,nar,0.018577138
785,soc,0.018367946
785,mor,0.018606152
785,pos,0.018564055
786,min,0.018504765
786,nar,0.018262586
786,soc,0.01834347
786,mor,0.018545926
786,pos,0.018641574
787,min,0.01848643
787,nar,0.018371304
787,soc,0.01860763
787,mor,0.018645227
787,pos,0.018235667
788,min,0.018408844
788,nar,0.018257797
788,soc,0.018569691
788,mor,0.018548109
788,pos,0.018510832
789,min,0.018570045
789,nar,0.018608889
789,soc,0.018568125
789,mor,0.018186852
789,pos,0.018613594
790,min,0.018716471
790,nar,0.018750349
790,soc,0.01848925
790,mor,0.018192548
790,pos,0.018478904
791,min,0.018349648
791,nar,0.01853013
791,soc,0.018503865
791,mor,0.018401042
791,pos,0.018687215
792,min,0.01868709
792,nar,0.018611034
792,soc,0.018249061
792,mor,0.018629834
792,pos,0.018308427
793,min,0.018533396
793,nar,0.01866281
793,soc,0.018542597
793,mor,0.01829984
793,pos,0.018523531
794,min,0.01851746
794,nar,0.018661818
794,soc,0.01843254
794,mor,0.018566262
794,pos,0.018345466
795,min,0.018533316
795,nar,0.018798351
795,soc,0.018472867
795,mor,0.018475745
795,pos,0.01833422
796,min,0.018621083
796,nar,0.018509706
796,soc,0.018572714
796,mor,0.018378042
796,pos,0.01838197
797,min,0.018524306
797,nar,0.018456101
797,soc,0.018588463
797,mor,0.018378831
797,pos,0.01848507
798,min,0.018552968
798,nar,0.018471459
798,soc,0.018548505
798,mor,0.01829715
798,pos,0.018583132
799,min,0.01841019
799,nar,0.018493136
799,soc,0.018611103
799,mor,0.01856231
799,pos,0.018350985
800,min,0.01871213
800,nar,0.018375456
800,soc,0.018461397
800,mor,0.01843341
800,pos,0.018396497
801,min,0.018705888
801,nar,0.018589288
801,soc,0.018406825
801,mor,0.018361405
801,pos,0.018447962
802,min,0.018433664
802,nar,0.018832037
802,soc,0.018681202
802,mor,0.018605702
802,pos,0.018062575
803,min,0.018606424
803,nar,0.018618563
803,soc,0.018522995
803,mor,0.018394861
803,pos,0.018380472
804,min,0.018581066
804,nar,0.01810976
804,soc,0.018661052
804,mor,0.01860094
804,pos,0.018250313
805,min,0.018575119
805,nar,0.018306294
805,soc,0.018395858
805,mor,0.018422857
805,pos,0.018640747
806,min,0.018770218
806,nar,0.018588424
806,soc,0.018318852
806,mor,0.018374085
806,pos,0.018457482
807,min,0.018494487
807,nar,0.018826684
807,soc,0.018164303
807,mor,0.018505681
807,pos,0.018635256
808,min,0.018288663
808,nar,0.018591562
808,soc,0.018679019
808,mor,0.018374257
808,pos,0.018577328
809,min,0.018318236
809,nar,0.018306175
809,soc,0.018444704
809,mor,0.018684201
809,pos,0.018550158
810,min,0.0185967
810,nar,0.01864607
810,soc,0.018618276
810,mor,0.018299952
810,pos,0.018391592
811,min,0.018573437
811,nar,0.018307706
811,soc,0.01837036
811,mor,0.01859063
811,pos,0.018475583
812,min,0.018631915
812,nar,0.018845836
812,soc,0.018475592
812,mor,0.018447712
812,pos,0.018244581
813,min,0.018141866
813,nar,0.018681088
813,soc,0.01860421
813,mor,0.01852186
813,pos,0.018591877
814,min,0.018560776
814,nar,0.018711051
814,soc,0.018559167
814,mor,0.018410813
814,pos,0.01833208
815,min,0.018558264
815,nar,0.018291214
815,soc,0.018777559
815,mor,0.018367745
815,pos,0.018345352
816,min,0.018603954
816,nar,0.018825412
816,soc,0.018400567
816,mor,0.018302154
816,pos,0.01852267
817,min,0.018751552
817,nar,0.01821669
817,soc,0.018385904
817,mor,0.01838085
817,pos,0.018560678
818,min,0.018667817
818,nar,0.018393159
818,soc,0.018408885
818,mor,0.018548805
818,pos,0.018353853
819,min,0.018642316
819,nar,0.018694201
819,soc,0.018486874
819,mor,0.01838193
819,pos,0.018363062
820,min,0.018570969
820,nar,0.018840948
820,soc,0.018174363
820,mor,0.018566169
820,pos,0.018473472
821,min,0.018413706
821,nar,0.018815437
821,soc,0.018627418
821,mor,0.018532738
821,pos,0.01822682
822,min,0.018763576
822,nar,0.018307
822,soc,0.018319001
822,mor,0.018390574
822,pos,0.01856574
823,min,0.018665632
823,nar,0.018291214
823,soc,0.01846316
823,mor,0.018592685
823,pos,0.018295305
824,min,0.018489404
824,nar,0.018218359
824,soc,0.01834024
824,mor,0.018794864
824,pos,0.01839462
825,min,0.01847032
825,nar,0.01871284
825,soc,0.018382983
825,mor,0.018560324
825,pos,0.018427083
826,min,0.018357264
826,nar,0.018777728
826,soc,0.018397281
826,mor,0.018471457
826,pos,0.018599596
827,min,0.01835084
827,nar,0.018191418
827,soc,0.018503001
827,mor,0.018630635
827,pos,0.018569658
828,min,0.01852127
828,nar,0.01833717
828,soc,0.018397722
828,mor,0.01850757
828,pos,0.018582685
829,min,0.018714717
829,nar,0.018341541
829,soc,0.018344956
829,mor,0.018430628
829,pos,0.018528065
830,min,0.018638084
830,nar,0.01820457
830,soc,0.018556109
830,mor,0.018625986
830,pos,0.018228982
831,min,0.018329203
831,nar,0.01855576
831,soc,0.018624604
831,mor,0.01837802
831,pos,0.018602248
832,min,0.01842864
832,nar,0.01842145
832,soc,0.018232508
832,mor,0.018769085
832,pos,0.018505534
833,min,0.018394914
833,nar,0.018856118
833,soc,0.018693516
833,mor,0.018282905
833,pos,0.018447604
834,min,0.018671785
834,nar,0.018175453
834,soc,0.018526137
834,mor,0.018394232
834,pos,0.018502593
835,min,0.018657293
835,nar,0.018601974
835,soc,0.018687215
835,mor,0.018388424
835,pos,0.01817985
836,min,0.018503083
836,nar,0.018637458
836,soc,0.018423889
836,mor,0.018340372
836,pos,0.018637095
837,min,0.018435491
837,nar,0.01857245
837,soc,0.018673148
837,mor,0.018461056
837,pos,0.018345365
838,min,0.01836741
838,nar,0.018454293
838,soc,0.018552257
838,mor,0.01866506
838,pos,0.018351827
839,min,0.018397978
839,nar,0.018162966
839,soc,0.018512955
839,mor,0.018656395
839,pos,0.018495318
840,min,0.018535001
840,nar,0.018214026
840,soc,0.018578205
840,mor,0.018600091
840,pos,0.018335508
841,min,0.018468125
841,nar,0.01823018
841,soc,0.01832506
841,mor,0.018552154
841,pos,0.018703392
842,min,0.018494537
842,nar,0.018903732
842,soc,0.018359622
842,mor,0.018402234
842,pos,0.01852509
843,min,0.018590987
843,nar,0.018274387
843,soc,0.01851505
843,mor,0.018379252
843,pos,0.018569198
844,min,0.018495964
844,nar,0.01871582
844,soc,0.018509643
844,mor,0.018637061
844,pos,0.018185804
845,min,0.018412726
845,nar,0.018475732
845,soc,0.018387828
845,mor,0.018669318
845,pos,0.018456886
846,min,0.01841724
846,nar,0.018404523
846,soc,0.018402984
846,mor,0.018691357
846,pos,0.018442545
847,min,0.018605437
847,nar,0.018569827
847,soc,0.018475397
847,mor,0.018340021
847,pos,0.01851262
848,min,0.018476078
848,nar,0.018446675
848,soc,0.018722448
848,mor,0.01857663
848,pos,0.018177297
849,min,0.018579926
849,nar,0.018766562
849,soc,0.018305024
849,mor,0.01829885
849,pos,0.01867124
850,min,0.01854125
850,nar,0.018263796
850,soc,0.018501077
850,mor,0.018403538
850,pos,0.01860969
851,min,0.018554058
851,nar,0.01874876
851,soc,0.01853464
851,mor,0.018333383
851,pos,0.018435657
852,min,0.018503116
852,nar,0.018390298
852,soc,0.018443253
852,mor,0.018393688
852,pos,0.018662691
853,min,0.018366473
853,nar,0.018495044
853,soc,0.018604057
853,mor,0.018615007
853,pos,0.018340703
854,min,0.018632378
854,nar,0.018277725
854,soc,0.01834152
854,mor,0.018638007
854,pos,0.018404186
855,min,0.018542852
855,nar,0.018481523
855,soc,0.018528214
855,mor,0.018467441
855,pos,0.018414607
856,min,0.018483069
856,nar,0.018617233
856,soc,0.018410513
856,mor,0.018353958
856,pos,0.018663628
857,min,0.018435044
857,nar,0.01837329
857,soc,0.018519538
857,mor,0.018585075
857,pos,0.018443039
858,min,0.018334964
858,nar,0.01831142
858,soc,0.018560002
858,mor,0.018578023
858,pos,0.018537233
859,min,0.018193195
859,nar,0.018938303
859,soc,0.018575294
859,mor,0.018564742
859,pos,0.018410223
860,min,0.018443117
860,nar,0.018633246
860,soc,0.018251035
860,mor,0.018632006
860,pos,0.018538425
861,min,0.018463483
861,nar,0.018541366
861,soc,0.018566268
861,mor,0.018294163
861,pos,0.018628309
862,min,0.018303795
862,nar,0.018489083
862,soc,0.018578103
862,mor,0.018552892
862,pos,0.018502878
863,min,0.018189115
863,nar,0.018433174
863,soc,0.018550923
863,mor,0.018612597
863,pos,0.018600464
864,min,0.018533561
864,nar,0.018256983
864,soc,0.01830743
864,mor,0.018552162
864,pos,0.01864409
865,min,0.018669333
865,nar,0.018254826
865,soc,0.018560035
865,mor,0.018285558
865,pos,0.01856133
866,min,0.018350558
866,nar,0.01875333
866,soc,0.018363373
866,mor,0.018578153
866,pos,0.018528726
867,min,0.01845387
867,nar,0.018371314
867,soc,0.018818242
867,mor,0.018388607
867,pos,0.01835089
868,min,0.01850918
868,nar,0.018396616
868,soc,0.01860307
868,mor,0.018324189
868,pos,0.018573532
869,min,0.01851609
869,nar,0.018482298
869,soc,0.018431256
869,mor,0.01839213
869,pos,0.018624067
870,min,0.018462028
870,nar,0.018941632
870,soc,0.018442495
870,mor,0.018427096
870,pos,0.018430071
871,min,0.018598093
871,nar,0.018709501
871,soc,0.018401036
871,mor,0.01846487
871,pos,0.018391779
872,min,0.018533906
872,nar,0.018213889
872,soc,0.01871104
872,mor,0.01829777
872,pos,0.01854934
873,min,0.01850318
873,nar,0.018579403
873,soc,0.018513981
873,mor,0.018436335
873,pos,0.018462112
874,min,0.018406143
874,nar,0.01854682
874,soc,0.01837736
874,mor,0.018602312
874,pos,0.018520048
875,min,0.018556323
875,nar,0.018610636
875,soc,0.018567013
875,mor,0.018205613
875,pos,0.018606236
876,min,0.01849396
876,nar,0.018139025
876,soc,0.018385252
876,mor,0.018514372
876,pos,0.018699612
877,min,0.018487135
877,nar,0.018720627
877,soc,0.018395254
877,mor,0.018447898
877,pos,0.018523147
878,min,0.018480148
878,nar,0.01822708
878,soc,0.018476758
878,mor,0.018512685
878,pos,0.018586108
879,min,0.018547101
879,nar,0.018659512
879,soc,0.018134926
879,mor,0.018515404
879,pos,0.018672552
880,min,0.018598037
880,nar,0.018499294
880,soc,0.018523637
880,mor,0.01843784
880,pos,0.018390212
881,min,0.01858001
881,nar,0.018589288
881,soc,0.01830617
881,mor,0.018623255
881,pos,0.018375235
882,min,0.018727336
882,nar,0.018508872
882,soc,0.018342137
882,mor,0.018423654
882,pos,0.018454522
883,min,0.01834195
883,nar,0.018400332
883,soc,0.018769417
883,mor,0.018466346
883,pos,0.018410355
884,min,0.01847634
884,nar,0.018276135
884,soc,0.01866591
884,mor,0.018630281
884,pos,0.018245343
885,min,0.01851293
885,nar,0.01864322
885,soc,0.018355684
885,mor,0.018661454
885,pos,0.018326031
886,min,0.018484533
886,nar,0.018557707
886,soc,0.018151836
886,mor,0.018554907
886,pos,0.018716693
887,min,0.018268615
887,nar,0.018715302
887,soc,0.018552354
887,mor,0.018485412
887,pos,0.018543975
888,min,0.018666705
888,nar,0.018101016
888,soc,0.018308809
888,mor,0.018437013
888,pos,0.018708007
889,min,0.018390639
889,nar,0.0186824
889,soc,0.018438237
889,mor,0.01848036
889,pos,0.018555943
890,min,0.018611142
890,nar,0.018541971
890,soc,0.018422034
890,mor,0.0186291
890,pos,0.01824184
891,min,0.018490288
891,nar,0.01835235
891,soc,0.018564258
891,mor,0.018600952
891,pos,0.018333903
892,min,0.018580182
892,nar,0.01853011
892,soc,0.018504689
892,mor,0.018521897
892,pos,0.018317746
893,min,0.018541234
893,nar,0.018429836
893,soc,0.018347016
893,mor,0.018466018
893,pos,0.018621203
894,min,0.01854968
894,nar,0.018676082
894,soc,0.018471446
894,mor,0.018377181
894,pos,0.01848432
895,min,0.018553512
895,nar,0.018608173
895,soc,0.018381795
895,mor,0.018230632
895,pos,0.018766727
896,min,0.01836327
896,nar,0.018596888
896,soc,0.01866746
896,mor,0.018527582
896,pos,0.01833677
897,min,0.01859496
897,nar,0.018467605
897,soc,0.018534958
897,mor,0.018350437
897,pos,0.01849544
898,min,0.018502338
898,nar,0.018513322
898,soc,0.018660035
898,mor,0.018409062
898,pos,0.018376393
899,min,0.018184125
899,nar,0.018723091
899,soc,0.018752724
899,mor,0.018489696
899,pos,0.018419862
900,min,0.018417375
900,nar,0.018829823
900,soc,0.018354965
900,mor,0.018631198
900,pos,0.018376913
901,min,0.01851322
901,nar,0.018325508
901,soc,0.018369427
901,mor,0.01865245
901,pos,0.018458452
902,min,0.018602934
902,nar,0.018285176
902,soc,0.018660678
902,mor,0.018326752
902,pos,0.018467
903,min,0.018409481
903,nar,0.018448392
903,soc,0.018479334
903,mor,0.01859413
903,pos,0.018466268
904,min,0.018413339
904,nar,0.018811693
904,soc,0.0185388
904,mor,0.018374532
904,pos,0.018498216
905,min,0.01858331
905,nar,0.018163323
905,soc,0.018827965
905,mor,0.018390648
905,pos,0.018298533
906,min,0.018377712
906,nar,0.018872896
906,soc,0.01848589
906,mor,0.018491887
906,pos,0.018426402
907,min,0.018440962
907,nar,0.018452654
907,soc,0.018580232
907,mor,0.01842305
907,pos,0.018527584
908,min,0.018511573
908,nar,0.018548926
908,soc,0.01842406
908,mor,0.01861775
908,pos,0.018349376
909,min,0.018386612
909,nar,0.018593589
909,soc,0.018583026
909,mor,0.018436734
909,pos,0.018503103
910,min,0.018508758
910,nar,0.01827542
910,soc,0.018637137
910,mor,0.018465478
910,pos,0.018430352
911,min,0.018598404
911,nar,0.01804015
911,soc,0.018514114
911,mor,0.018551871
911,pos,0.018465826
912,min,0.018544164
912,nar,0.01886209
912,soc,0.018420024
912,mor,0.018245958
912,pos,0.018611511
913,min,0.018525908
913,nar,0.018211981
913,soc,0.01856785
913,mor,0.018698242
913,pos,0.018243661
914,min,0.018430727
914,nar,0.0183691
914,soc,0.018731317
914,mor,0.018470317
914,pos,0.018368525
915,min,0.018555412
915,nar,0.01820906
915,soc,0.018565264
915,mor,0.018422179
915,pos,0.018533498
916,min,0.018549081
916,nar,0.018439531
916,soc,0.018649595
916,mor,0.018359281
916,pos,0.018428607
917,min,0.018517707
917,nar,0.018442154
917,soc,0.01859049
917,mor,0.01863578
917,pos,0.018201964
918,min,0.018580612
918,nar,0.018478194
918,soc,0.018397927
918,mor,0.018476658
918,pos,0.01849803
919,min,0.018604109
919,nar,0.018067995
919,soc,0.0184971
919,mor,0.018679217
919,pos,0.018319663
920,min,0.018667493
920,nar,0.01845322
920,soc,0.018346118
920,mor,0.018629417
920,pos,0.018299077
921,min,0.018455753
921,nar,0.018442908
921,soc,0.018669635
921,mor,0.018395253
921,pos,0.018459337
922,min,0.018458588
922,nar,0.018508235
922,soc,0.018639714
922,mor,0.018338077
922,pos,0.01852377
923,min,0.018337786
923,nar,0.018758735
923,soc,0.018398365
923,mor,0.01853434
923,pos,0.018554261
924,min,0.01850152
924,nar,0.01817727
924,soc,0.018576374
924,mor,0.01851201
924,pos,0.018487236
925,min,0.018570015
925,nar,0.018561125
925,soc,0.018356144
925,mor,0.018532783
925,pos,0.018450724
926,min,0.018415706
926,nar,0.018336454
926,soc,0.018569704
926,mor,0.01841639
926,pos,0.01862078
927,min,0.018472416
927,nar,0.018440306
927,soc,0.018655168
927,mor,0.018351302
927,pos,0.018508485
928,min,0.018499723
928,nar,0.018541655
928,soc,0.018532017
928,mor,0.018501297
928,pos,0.018389473
929,min,0.018314881
929,nar,0.01843063
929,soc,0.018337872
929,mor,0.018539876
929,pos,0.01877195
930,min,0.018537326
930,nar,0.018132687
930,soc,0.018622313
930,mor,0.018442053
930,pos,0.01850455
931,min,0.018585354
931,nar,0.018391093
931,soc,0.018584814
931,mor,0.01825782
931,pos,0.018593831
932,min,0.018591808
932,nar,0.018414656
932,soc,0.018268406
932,mor,0.018606365
932,pos,0.018495347
933,min,0.018200219
933,nar,0.01900188
933,soc,0.018535862
933,mor,0.018646162
933,pos,0.018322332
934,min,0.018364102
934,nar,0.018359581
934,soc,0.01837693
934,mor,0.018687189
934,pos,0.018545764
935,min,0.018306434
935,nar,0.018442154
935,soc,0.018670728
935,mor,0.018370945
935,pos,0.018635664
936,min,0.018478682
936,nar,0.018897772
936,soc,0.018162029
936,mor,0.018574148
936,pos,0.018544618
937,min,0.018420313
937,nar,0.018776765
937,soc,0.018579347
937,mor,0.0185173
937,pos,0.0183025
938,min,0.01838748
938,nar,0.018508753
938,soc,0.0185508
938,mor,0.01847057
938,pos,0.018532148
939,min,0.018671364
939,nar,0.018056532
939,soc,0.01847892
939,mor,0.018321961
939,pos,0.018683791
940,min,0.018498454
940,nar,0.01848787
940,soc,0.018185863
940,mor,0.018820968
940,pos,0.018394606
941,min,0.018648118
941,nar,0.018507322
941,soc,0.018450396
941,mor,0.018415354
941,pos,0.018435631
942,min,0.018479373
942,nar,0.018566092
942,soc,0.018403497
942,mor,0.018410794
942,pos,0.0186313
943,min,0.018444998
943,nar,0.019004822
943,soc,0.018532272
943,mor,0.018432878
943,pos,0.018323634
944,min,0.018476894
944,nar,0.018486312
944,soc,0.018552568
944,mor,0.01843001
944,pos,0.01849694
945,min,0.018844077
945,nar,0.018393159
945,soc,0.018085327
945,mor,0.018607229
945,pos,0.018434385
946,min,0.01825015
946,nar,0.018204808
946,soc,0.018642267
946,mor,0.018553399
946,pos,0.01861361
947,min,0.018538577
947,nar,0.018599669
947,soc,0.018399844
947,mor,0.01851673
947,pos,0.01844029
948,min,0.01860814
948,nar,0.018730879
948,soc,0.018487334
948,mor,0.018286094
948,pos,0.018490586
949,min,0.018419316
949,nar,0.01842145
949,soc,0.018636176
949,mor,0.018425431
949,pos,0.018503938
950,min,0.01847893
950,nar,0.018408766
950,soc,0.01873432
950,mor,0.01826004
950,pos,0.018540638
951,min,0.018504633
951,nar,0.018481135
951,soc,0.018409431
951,mor,0.018538013
951,pos,0.018491123
952,min,0.018614769
952,nar,0.01828275
952,soc,0.018501699
952,mor,0.01831342
952,pos,0.018630419
953,min,0.018665442
953,nar,0.018571734
953,soc,0.01834665
953,mor,0.01827668
953,pos,0.018652933
954,min,0.018263767
954,nar,0.018505612
954,soc,0.018751536
954,mor,0.018555418
954,pos,0.018359503
955,min,0.018443167
955,nar,0.01853796
955,soc,0.01851528
955,mor,0.01835123
955,pos,0.018635852
956,min,0.018628031
956,nar,0.018164793
956,soc,0.018265562
956,mor,0.018646106
956,pos,0.018523633
957,min,0.018547501
957,nar,0.018465837
957,soc,0.018377135
957,mor,0.01854607
957,pos,0.0184779
958,min,0.018844226
958,nar,0.018400827
958,soc,0.018260675
958,mor,0.018463567
958,pos,0.018419785
959,min,0.018485185
959,nar,0.018588424
959,soc,0.01852933
959,mor,0.018334426
959,pos,0.018577363
960,min,0.018529637
960,nar,0.01845177
960,soc,0.018384734
960,mor,0.018628418
960,pos,0.018400082
961,min,0.018563595
961,nar,0.018401483
961,soc,0.018722193
961,mor,0.018386476
961,pos,0.01832672
962,min,0.018446717
962,nar,0.018820366
962,soc,0.018493162
962,mor,0.018268488
962,pos,0.01862795
963,min,0.018596139
963,nar,0.018270373
963,soc,0.018328782
963,mor,0.018563457
963,pos,0.018541515
964,min,0.01816231
964,nar,0.018604835
964,soc,0.018614057
964,mor,0.018524572
964,pos,0.018591166
965,min,0.018432736
965,nar,0.018514147
965,soc,0.018420067
965,mor,0.018305078
965,pos,0.018804448
966,min,0.018574085
966,nar,0.018561443
966,soc,0.018410172
966,mor,0.018454734
966,pos,0.018481689
967,min,0.018501172
967,nar,0.018564066
967,soc,0.018558843
967,mor,0.018354256
967,pos,0.01851964
968,min,0.018457634
968,nar,0.01842145
968,soc,0.01827228
968,mor,0.018591732
968,pos,0.018639458
969,min,0.018615501
969,nar,0.018752614
969,soc,0.018281927
969,mor,0.018489983
969,pos,0.0184463
970,min,0.018414328
970,nar,0.018662056
970,soc,0.018397203
970,mor,0.018356912
970,pos,0.018723091
971,min,0.018413484
971,nar,0.018703818
971,soc,0.01844871
971,mor,0.018345926
971,pos,0.018667085
972,min,0.018502338
972,nar,0.018173853
972,soc,0.018677542
972,mor,0.01859213
972,pos,0.018295152
973,min,0.018439582
973,nar,0.01866571
973,soc,0.018752644
973,mor,0.01842722
973,pos,0.018260479
974,min,0.018631527
974,nar,0.018214026
974,soc,0.01848785
974,mor,0.01836627
974,pos,0.018596563
975,min,0.018455012
975,nar,0.0184789
975,soc,0.018288543
975,mor,0.0184685
975,pos,0.018742034
976,min,0.018514186
976,nar,0.01855582
976,soc,0.018131332
976,mor,0.018658102
976,pos,0.018590417
977,min,0.018444827
977,nar,0.018801412
977,soc,0.018224
977,mor,0.01854644
977,pos,0.018589467
978,min,0.018251615
978,nar,0.018585244
978,soc,0.018379698
978,mor,0.018635508
978,pos,0.018617835
979,min,0.018327935
979,nar,0.018213272
979,soc,0.01857437
979,mor,0.01869993
979,pos,0.018432634
980,min,0.018650105
980,nar,0.01824679
980,soc,0.018590907
980,mor,0.018223591
980,pos,0.018623948
981,min,0.018621454
981,nar,0.018274704
981,soc,0.018228898
981,mor,0.01857334
981,pos,0.018602934
982,min,0.018596185
982,nar,0.018755436
982,soc,0.018180618
982,mor,0.018762678
982,pos,0.018254068
983,min,0.018276384
983,nar,0.018508831
983,soc,0.018392017
983,mor,0.01852806
983,pos,0.01873629
984,min,0.018356843
984,nar,0.018725395
984,soc,0.01847002
984,mor,0.018455252
984,pos,0.018568227
985,min,0.018605437
985,nar,0.018547058
985,soc,0.018416349
985,mor,0.018387377
985,pos,0.018527303
986,min,0.018151565
986,nar,0.018553495
986,soc,0.018795133
986,mor,0.018604256
986,pos,0.018351773
987,min,0.018474208
987,nar,0.018743793
987,soc,0.018689616
987,mor,0.01828473
987,pos,0.018418262
988,min,0.018566092
988,nar,0.018416127
988,soc,0.018526733
988,mor,0.018381216
988,pos,0.018519418
989,min,0.018438177
989,nar,0.018350601
989,soc,0.018362863
989,mor,0.018515978
989,pos,0.018685272
990,min,0.0185719
990,nar,0.018735886
990,soc,0.018723113
990,mor,0.018307157
990,pos,0.01826483
991,min,0.018678596
991,nar,0.018542549
991,soc,0.018327342
991,mor,0.018427402
991,pos,0.01849934
992,min,0.01859699
992,nar,0.01835058
992,soc,0.018591642
992,mor,0.018236212
992,pos,0.018617421
993,min,0.018607497
993,nar,0.018321237
993,soc,0.018457366
993,mor,0.018459983
993,pos,0.01849803
994,min,0.018241422
994,nar,0.018453995
994,soc,0.018774152
994,mor,0.018396765
994,pos,0.01856267
995,min,0.018555582
995,nar,0.01872909
995,soc,0.018473927
995,mor,0.018265463
995,pos,0.018580897
996,min,0.018618375
996,nar,0.018493494
996,soc,0.018694196
996,mor,0.018458687
996,pos,0.018177977
997,min,0.018573271
997,nar,0.018490076
997,soc,0.01832538
997,mor,0.018459007
997,pos,0.018592997
998,min,0.018701265
998,nar,0.018512905
998,soc,0.018135207
998,mor,0.018537857
998,pos,0.01855528
999,min,0.018696884
999,nar,0.018680176
999,soc,0.018409839
999,mor,0.018480837
999,pos,0.018278506
